_link,id,tag,date,ocid,initiationType,award_date,buyer_id,buyer_name,tender_id,tender_datePublished,tender_title,tender_procurementMethod,tender_process,tender_mainProcurementCategory,tender_numberOfTenderers,tender_externalReference,tender_allowPreferentialBidder,tender_description,tender_contractType,tender_allowTwoStageBid,tender_value_amount,tender_bidOpening_address_streetAddress,tender_evaluation_generalTechnicalEvaluationAllowed,tender_evaluation_itemWiseTechnicalEvaluationAllowed,tender_awardPeriod_startDate,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_tenderPeriod_durationInDays,tender_contractPeriod_durationInDays,tender_procuringEntity_id,tender_procuringEntity_name,tender_ documentAvailabilityPeriod_endDate,tender_ documentAvailabilityPeriod_startDate,tender_enquiryPeriod_endDate,tender_enquiryPeriod_startDate,tender_classification_id,tender_classification_scheme,tender_classification_description,tender_value_currency
15.35,ocds-kjhdrl-2017_HPIPH_18913_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_HPIPH_18913_5,tender,2018-05-04T00:00:00Z,HPIPH_2000,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2017_HPIPH_18913_5,2017-12-27T09:00:00Z,Providing command area development of LIS Konthron in Tehsil Nahan,limited,Tender,works,7,IPH-DN-CB-TA-Tender/17-18- 11845-11925 dt 21-12-17,No,"Providing, laying and jointing of HDPE pipe and C/o 18 Nos. out lets",itemRate,No,1071335,Executive Engineer IPH Division Nahan,No,No,2018-01-12T11:30:00Z,2018-01-12T11:00:00Z,2017-12-27T09:00:00Z,120,90,HPIPH_2000,Executive Engineer IPH Division Nahan,2018-01-12T11:00:00Z,2017-12-27T09:00:00Z,,,3.3,SDGTarget,"By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases",
15.36,ocds-kjhdrl-2017_MC_15003_10-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_MC_15003_10,tender,2018-07-24T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2017_MC_15003_10,2017-02-25T17:00:00Z,Periodical renewal coat on various roads paths in ward No.17 Sanjauli of M.C. Shimla for the year 2017-18,limited,Tender,works,2,MCS/XEN/RB/2016-17-272,No,Periodical renewal coat on various roads paths in ward No.17 Sanjauli of M.C. Shimla for the year 2017-18,itemRate,No,1927901,MC Shimla,No,No,2017-03-10T11:00:00Z,2017-03-06T10:30:00Z,2017-02-25T17:00:00Z,120,120,MC_2000,Executive Engineer,2017-03-06T10:30:00Z,2017-02-25T17:00:00Z,,,,,,
15.37,ocds-kjhdrl-2017_MC_15003_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_MC_15003_3,tender,2018-07-23T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2017_MC_15003_3,2017-02-25T17:00:00Z,Periodical renewal coat on various roads paths in ward No.4 Annandale of MC Shimla for the year 2017-18,limited,Tender,works,2,MCS/XEN/RB/2016-17-272,No,Periodical renewal coat on various roads paths in ward No.4 Annandale of MC Shimla for the year 2017-18,itemRate,No,3502903,MC Shimla,No,No,2017-03-10T11:00:00Z,2017-03-06T10:30:00Z,2017-02-25T17:00:00Z,120,120,MC_2000,Executive Engineer,2017-03-06T10:30:00Z,2017-02-25T17:00:00Z,,,,,,
15.38,ocds-kjhdrl-2017_MC_15003_6-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_MC_15003_6,tender,2018-07-24T00:00:00Z,MC_2000,Municipal Corporation Shimla||Road and Building - MC,2017_MC_15003_6,2017-02-25T17:00:00Z,Periodical renewal coat on various roads paths in ward No.8 Tuti Kandi of M.C. Shimla for the year 2017-18,limited,Tender,works,2,MCS/XEN/RB/2016-17-272,No,Periodical renewal coat on various roads paths in ward No.8 Tuti Kandi of M.C. Shimla for the year 2017-18,itemRate,No,1238610,MC Shimla,No,No,2017-03-10T11:00:00Z,2017-03-06T10:30:00Z,2017-02-25T17:00:00Z,120,120,MC_2000,Executive Engineer,2017-03-06T10:30:00Z,2017-02-25T17:00:00Z,,,,,,
15.39,ocds-kjhdrl-2017_PWD_14580_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14580_1,tender,2019-04-21T00:00:00Z,PWD_2000,PWD,2017_PWD_14580_1,2017-01-31T10:00:00Z,Construction of balance work including M/T on existing jeep-able road on existing grade to village Moura km 0/0 to 1/045,limited,Tender,works,3,EE Salooni Letter No. 14819-14918 dated 30-12-2016,No,Construction of PCC Retaining wall at R.D. 0/0 to 0/025 and Providing and laying soling and wearing and tarring K.M. 0/0 to 1/045,itemRate,No,896278,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-02-22T11:30:00Z,2017-02-22T10:00:00Z,2017-01-31T10:00:00Z,120,90,PWD_2000,Executive Engineer,2017-02-22T10:00:00Z,2017-01-31T10:00:00Z,2017-02-07T17:00:00Z,2017-01-31T10:00:00Z,,,,
15.40,ocds-kjhdrl-2017_PWD_14660_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14660_4,tender,2018-07-09T00:00:00Z,PWD_2000,PWD,2017_PWD_14660_4,2017-02-04T18:45:00Z,C/O Govt. Senior Secondary School at Beehan Tehsil Dehra Distt. Kangra (H.P.),limited,Tender,works,5,14768-817 dated 11.01.2017,No,C/o Building Portion) under RMSA,itemRate,No,2522820,"C/O EE HPPWD., Dehra",No,No,2017-02-28T11:30:00Z,2017-02-27T17:00:00Z,2017-02-04T18:45:00Z,120,365,PWD_2000,Executive Engineer,2017-02-27T17:00:00Z,2017-02-04T18:45:00Z,2017-02-27T10:00:00Z,2017-02-04T18:45:00Z,,,,
15.41,ocds-kjhdrl-2017_PWD_14775_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14775_1,tender,2018-12-17T00:00:00Z,PWD_2000,PWD,2017_PWD_14775_1,2017-02-09T15:30:00Z,Strengthening of existing school Infra Structure under RMSA in Govt. High School building at Sikroha in Distt. Bilaspur (HP)(SH- C/o Two rooms at Ground floor and first floor with Stair case and Porch),limited,Tender,works,2,PW-NBT/CB/Tender/2016/11733-37 dt 18.10.2016,No,Strengthening of existing school Infra Structure under RMSA in Govt. High School building at Sikroha in Distt. Bilaspur (HP)(SH- C/o Two rooms at Ground floor and first floor with Stair case and Porch),itemRate,No,2685170,EE Bilaspur Division No. 2 HPPWD Bilaspur,No,No,2017-02-21T11:30:00Z,2017-02-21T10:30:00Z,2017-02-09T15:30:00Z,120,180,PWD_2000,EE Bilaspur Division No. 2 HPPWD Bilaspur,2017-02-21T10:30:00Z,2017-02-09T15:30:00Z,,,,,,
15.42,ocds-kjhdrl-2017_PWD_14661_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14661_5,tender,2018-12-02T00:00:00Z,PWD_2000,PWD,2017_PWD_14661_5,2017-02-07T10:00:00Z,"Annual Maintenance of Masroond Sandhi Mani Sirh Sarol road Km. 12/0 to 13/0 for the year 2017-18 P/L Bitumenous concrete, construction of Drain and profile correction",limited,Tender,works,3,No.PWC-WA-II/Cont/-16- 17967-166 dated 17.1.17p,No,"Annual Maintenance of Masroond Sandhi Mani Sirh Sarol road Km. 12/0 to 13/0 for the year 2017-18 P/L Bitumenous concrete, construction of Drain and profile correction",itemRate,No,828691,Executive Engineer Chamba Division HPPWD Chamba,No,No,2017-02-27T11:30:00Z,2017-02-27T11:00:00Z,2017-02-07T10:00:00Z,120,30,PWD_2000,Executive Engineer Chamba Division HPPWD Chamba,2017-02-27T11:00:00Z,2017-02-07T10:00:00Z,,,,,,
15.43,ocds-kjhdrl-2017_PWD_14798_6-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14798_6,tender,2018-07-18T00:00:00Z,PWD_2000,PWD,2017_PWD_14798_6,2017-02-13T16:00:00Z,Periodic Renewal on Verious road under Pragpur Sub Division for the year 2017-18 under PMGSY,limited,Tender,works,3,15300-340 dated 23.01.2017,No,P/L 25mm thick Bituminous concrete with paver finisher on (1) Pragpur to Balahar road Km 3/0 to 4/540 (2) Muhin Suhim road Km 1/0 to 2/0,itemRate,No,1739766,EE HPPWD Dehra,No,No,2017-03-10T11:30:00Z,2017-03-09T18:00:00Z,2017-02-13T16:00:00Z,60,270,PWD_2000,Executive Engineer,2017-03-09T18:00:00Z,2017-02-13T16:00:00Z,2017-03-09T17:00:00Z,2017-02-13T16:00:00Z,,,,
15.44,ocds-kjhdrl-2017_PWD_14872_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14872_1,tender,2019-03-05T00:00:00Z,PWD_2000,PWD,2017_PWD_14872_1,2017-02-16T09:00:00Z,A.M.P for the year 2017-18 on Galma Majhyali road DRRP No. HP0810VR0075,limited,Tender,works,2,AMP WORK GALMA MAJHYALI ROAD,No,Providing and Laying 25mm thick Bituminous Concrete in km 7/0 to 8/0 and 8/0 to 9/0,itemRate,No,1540795,EE MANDI DIVISION NO 2 HPPWD MANDI,No,No,2017-02-23T11:30:00Z,2017-02-23T10:30:00Z,2017-02-16T09:00:00Z,90,61,PWD_2000,EE MANDI DIVISION NO 2 HPPWD MANDI,2017-02-23T10:30:00Z,2017-02-16T09:00:00Z,,,,,,
15.45,ocds-kjhdrl-2017_PWD_14921_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14921_4,tender,2019-04-22T00:00:00Z,PWD_2000,PWD,2017_PWD_14921_4,2017-02-20T10:00:00Z,A/R and M/O to various roads under Bhalei Sub Division,limited,Tender,works,2,EE Salooni Letter No. 17384-17483 dated 24-01-2017,No,"Supplying and stacking of stone aggregate 13.2mm to 5.6mm nominal size, course sand for AMP and patch work",itemRate,No,98010,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-03-14T11:30:00Z,2017-03-14T11:00:00Z,2017-02-20T10:00:00Z,120,60,PWD_2000,Executive Engineer,2017-03-14T11:00:00Z,2017-02-20T10:00:00Z,2017-02-27T17:00:00Z,2017-02-20T10:00:00Z,,,,
15.46,ocds-kjhdrl-2017_PWD_14982_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14982_5,tender,2019-04-22T00:00:00Z,PWD_2000,PWD,2017_PWD_14982_5,2017-02-22T10:00:00Z,"Periodic Maintenance of Up-gradation of Lachori Salwan road K.M. 6/0 to 7/0, 7/0 to 8/0 and 8/0 to 9/0 (PMGSY) under AMP (DRRP No. HP0206VR0047) for the Year 2017-2018",limited,Tender,works,3,EE Salooni Letter No. 16310-16409 dated 13-01-2017,No,Providing renewal coat with bituminous concrete and construction of PCC drain,itemRate,No,2103936,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-03-15T11:30:00Z,2017-03-15T11:00:00Z,2017-02-22T10:00:00Z,120,60,PWD_2000,Executive Engineer,2017-03-15T11:00:00Z,2017-02-22T10:00:00Z,2017-03-01T17:00:00Z,2017-02-22T10:00:00Z,,,,
15.47,ocds-kjhdrl-2017_PWD_14984_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14984_1,tender,2018-04-26T00:00:00Z,PWD_2000,PWD,2017_PWD_14984_1,2017-02-21T12:00:00Z,Widening of identified site on Kalka Shimla Wangtoo road NH 22 New NH 05 from Kms 67.150 to 165.0 SH C.O R.Wall at Rds 142.520 to 142.580 against OFC deposit,limited,Tender,works,5,18930_31_1,No,Widening of identified site on Kalka Shimla Wangtoo road NH 22 New NH 05 from Kms 67.150 to 165.0 SH C.O R.Wall at Rds 142.520 to 142.580 against OFC deposit,itemRate,No,3223401,"NH Division HP.PWD., Solan",No,No,2017-03-10T11:00:00Z,2017-03-10T10:00:00Z,2017-02-21T12:10:00Z,120,180,PWD_2000,"Executive Engineer NH Division HP.PWD., Solan",2017-03-10T10:00:00Z,2017-02-21T12:05:00Z,,,,,,
15.48,ocds-kjhdrl-2017_PWD_14982_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14982_4,tender,2019-04-22T00:00:00Z,PWD_2000,PWD,2017_PWD_14982_4,2017-02-22T10:00:00Z,Periodic Maintenance of Sundla Girjindoo road K.M. 6/0 to 7/0 (PMGSY) under AMP (DRRP No. HP0206VR0046) for the Year 2017-2018,limited,Tender,works,3,EE Salooni Letter No. 16310-16409 dated 13-01-2017,No,Providing renewal coat with bituminous concrete and construction of PCC drain,itemRate,No,794649,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-03-15T11:30:00Z,2017-03-15T11:00:00Z,2017-02-22T10:00:00Z,120,60,PWD_2000,Executive Engineer,2017-03-15T11:00:00Z,2017-02-22T10:00:00Z,2017-03-01T17:00:00Z,2017-02-22T10:00:00Z,,,,INR
15.49,ocds-kjhdrl-2017_PWD_15055_5-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15055_5,tender,2019-03-30T00:00:00Z,PWD_2000,PWD,2017_PWD_15055_5,2017-02-23T16:00:00Z,Balance work of Construction of Sr. Sec. School at Lippa in Distt. Kinnaur HP,limited,Rate Contract,works,4,No. PW-KNR-E-Tender-17-8958-8987 dt 14-2-17,No,"Balance work of Construction of Sr. Sec. School at Lippa in Distt. Kinnaur HP (SH C/O Building portion, WS. SI and rain water harvesting system)",itemRate,No,4775150,EE HPPWD Division Kalpa,No,No,2017-03-18T11:30:00Z,2017-03-16T17:30:00Z,2017-02-23T16:00:00Z,120,730,PWD_2000,EE HPPWD Division Kalpa,2017-03-16T17:30:00Z,2017-02-23T16:00:00Z,,,,,,
15.50,ocds-kjhdrl-2017_PWD_14985_2-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14985_2,tender,2018-12-04T00:00:00Z,PWD_2000,PWD,2017_PWD_14985_2,2017-02-21T17:00:00Z,Repair of Foot Bridge over Bhatalwan Nallah on mule road from Mai-Ka-Bag to village Mangla Repair of Decking and railing,limited,Tender,works,8,No.PWC-WA-II/Cont/-15- 19116-2015 dated 7.2.17o,No,Repair of Foot Bridge over Bhatalwan Nallah on mule road from Mai-Ka-Bag to village Mangla Repair of Decking and railing,itemRate,No,187258,Executive Engineer Chamba Division HPPWD Chamba,No,No,2017-03-17T11:30:00Z,2017-03-17T11:00:00Z,2017-02-21T17:00:00Z,120,60,PWD_2000,Executive Engineer Chamba Division HPPWD Chamba,2017-03-17T11:00:00Z,2017-02-21T17:00:00Z,,,,,,
15.51,ocds-kjhdrl-2017_PWD_14989_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_14989_1,tender,2018-04-26T00:00:00Z,PWD_2000,PWD,2017_PWD_14989_1,2017-02-21T13:00:00Z,Widening of identified site on Kalka Shimla Wangtoo road NH 22 New NH 05 from Kms 67.150 to 165.0 SH c.o cutting in hill side at Rd 143.560 to 143.670 and C.O B.Wall at Rds 143.565 to 143.670,limited,Tender,works,4,18930_81_3,No,Widening of identified site on Kalka Shimla Wangtoo road NH 22 New NH 05 from Kms 67.150 to 165.0 SH c.o cutting in hill side at Rd 143.560 to 143.670 and C.O B.Wall at Rds 143.565 to 143.670,itemRate,No,2199600,"NH Division HP.PWD., Solan",No,No,2017-03-10T11:00:00Z,2017-03-10T10:00:00Z,2017-02-21T13:05:00Z,120,180,PWD_2000,"Executive Engineer NH Division HP.PWD., Solan",2017-03-10T10:00:00Z,2017-02-21T13:05:00Z,,,,,,
15.52,ocds-kjhdrl-2017_PWD_15174_6-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15174_6,tender,2019-04-05T00:00:00Z,PWD_2000,PWD,2017_PWD_15174_6,2017-03-02T16:30:00Z,Periodic maintenance of link road from Hango Dogri to Leo bridge under Annual maintenance plan for the year 2017-18 (STATE) DRRP No. HP0502VR0059.,limited,Rate Contract,works,2,No. PW-KNR-E-Tender-17-8988-9037 dt 14-2-17,No,Periodic maintenance of link road from Hango Dogri to Leo bridge under Annual maintenance plan for the year 2017-18 (STATE) DRRP No. HP0502VR0059. (SH Annual surfacing from Km. 3/000 to 4/870),itemRate,No,1202415,EE HPPWD Division Kalpa,No,No,2017-03-25T11:30:00Z,2017-03-23T17:30:00Z,2017-03-02T16:30:00Z,120,120,PWD_2000,EE HPPWD Division Kalpa,2017-03-23T17:30:00Z,2017-03-02T16:30:00Z,,,,,,
15.53,ocds-kjhdrl-2017_PWD_15338_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15338_1,tender,2018-12-07T00:00:00Z,PWD_2000,PWD,2017_PWD_15338_1,2017-03-10T17:00:00Z,Periodical Maintenance of Prour Lahla Drati Gopalpur Rakh Gamrota Jayun Sukeri Kandi Bandla Palampur road under SH/MDR (HP0402MDR055) (AMP-2017-18) Phase-I,limited,Tender,works,3,22953-23053 dt. 9.02.2017,No,Providingand laying 25mm thick bitumen concrete with paver finisher in Km. 6/00 to 8/00,itemRate,No,1494870,Palampur,No,No,2017-03-16T11:30:00Z,2017-03-16T11:00:00Z,2017-03-10T17:00:00Z,120,90,PWD_2000,Executive Engineer,2017-03-16T11:00:00Z,2017-03-10T17:00:00Z,,,,,,
15.54,ocds-kjhdrl-2017_PWD_15385_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15385_1,tender,2018-04-21T00:00:00Z,PWD_2000,PWD,2017_PWD_15385_1,2017-03-15T10:00:00Z,Improvement of Black spot on Chailla Neripul Yashwant Nagar Kumarhatti road km 19/775 to 45/0,limited,Tender,works,18,Black Spot,No,C/O PCC R/wall with PCC parapets from RD 32/315 to 32/335,itemWise,No,583562,Rajagrh Division HPPWD Rajgarh,No,No,2017-03-24T11:00:00Z,2017-03-23T17:00:00Z,2017-03-15T10:00:00Z,90,90,PWD_2000,Executive Engineer,2017-03-23T17:00:00Z,2017-03-15T10:00:00Z,,,,,,
15.55,ocds-kjhdrl-2017_PWD_15499_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15499_1,tender,2017-05-25T00:00:00Z,PWD_2000,PWD,2017_PWD_15499_1,2017-03-23T17:00:00Z,AMP for the Year 2017-18 for Parwanoo Kasauli dharampur Subathu solan road,limited,Tender,works,4,No/PW/Ksli/Tender A 9/20161718651 1870 dt 10/3/17,No,Periodical Maintenacne of Parwanoo Kasauli Dharampur Suabthu solan road SH P/L renewal coat by providing bituminous concrete in km 46/0 to 54/0,itemWise,No,6999975,kasauli,No,No,2017-04-18T11:00:00Z,2017-04-15T16:00:00Z,2017-03-23T17:30:00Z,120,90,PWD_2000,Executive Engineer Kasauli Dvision,2017-04-15T16:00:00Z,2017-03-23T17:30:00Z,,,,,,INR
15.56,ocds-kjhdrl-2017_PWD_15432_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15432_1,tender,2018-05-01T00:00:00Z,PWD_2000,PWD,2017_PWD_15432_1,2017-03-22T10:00:00Z,Providing annual surfacing on Nangal Salangri road to village Sanjot km.2/000 to 3/000 and 4/000 to 4/500(HP1205VR0106) and link road to village Jhamber from Kuryala km.1/100 to 2/000 and 3/000 to 3/640(HP1205VR0108).,limited,Tender,works,2,BGN/16507-76 dated 14.03.2017,No,Providing annual surfacing on Nangal Salangri road to village Sanjot km.2/000 to 3/000 and 4/000 to 4/500(HP1205VR0106) and link road to village Jhamber from Kuryala km.1/100 to 2/000 and 3/000 to 3/640(HP1205VR0108).,itemWise,No,2266125,Executive Engineer Office HPPWD Bangana,No,No,2017-04-10T11:30:00Z,2017-04-07T17:00:00Z,2017-03-22T10:00:00Z,120,60,PWD_2000,Executive Engineer Bangana Division HPPWD Bangana,2017-04-07T17:00:00Z,2017-03-22T10:00:00Z,,,,,,
15.57,ocds-kjhdrl-2017_PWD_15575_3-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15575_3,tender,2019-04-29T00:00:00Z,PWD_2000,PWD,2017_PWD_15575_3,2017-04-01T18:00:00Z,"Reconstruction of toilet type-III Qtrs At Kasumpti Shimla-9 (SH- Renovation of toilet, bath and kitchen in type-III set No142 to 147,148 to 153 12 sets)",limited,Tender,works,6,SD-I-CTR-2016-17- 27185 dated 18-3-2017,No,"Reconstruction of toilet type-III Qtrs At Kasumpti Shimla-9 (SH- Renovation of toilet, bath and kitchen in type-III set No142 to 147,148 to 153 12 sets)",itemRate,No,1190865,"Executive Engineer Division No-I,HPPWD. Shimla-3",No,No,2017-04-22T11:00:00Z,2017-04-21T16:00:00Z,2017-04-01T18:00:00Z,120,90,PWD_2000,"Executive Engineer Division No-I,HPPWD. Shimla-3",2017-04-21T16:00:00Z,2017-04-01T18:00:00Z,,,,,,
15.58,ocds-kjhdrl-2017_PWD_15560_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15560_1,tender,2018-04-25T00:00:00Z,PWD_2000,PWD,2017_PWD_15560_1,2017-03-28T16:00:00Z,Periodical maintenacne of Bhat Ki Hatti Rampur Kuthar road 0/0 to 22/585,limited,Tender,works,4,No/PW/Ksli/Tender A 9/201617 18651 18700 dt 10 dt,No,Periodical Maintenance of Bhat ki Hatti Rampur kuthar road SH P/L renewal coat by Providing premix carpet with seal coat in km 4/0 to 7/0 C/o PCC V-shape drain under AMP 2017 18,itemRate,No,2066952,kasauli,No,No,2017-04-18T11:00:00Z,2017-04-15T16:00:00Z,2017-03-28T16:30:00Z,120,90,PWD_2000,Executive Engineer Kasauli Dvision,2017-04-15T16:00:00Z,2017-03-28T16:30:00Z,,,,,,
15.59,ocds-kjhdrl-2017_PWD_15600_4-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15600_4,tender,2019-04-22T00:00:00Z,PWD_2000,PWD,2017_PWD_15600_4,2017-03-30T10:00:00Z,Providing Tarring on Masroond to Kohal via Chalunj road K.M. 2/100 to 3/100 (BASP Deposit),limited,Tender,works,2,EE Salooni Letter No. 20156-20255 dated 16-03-2017,No,Supplying and stacking of fuel wood for tarring,itemRate,No,76000,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-04-20T11:30:00Z,2017-04-20T11:00:00Z,2017-03-30T10:00:00Z,120,60,PWD_2000,Executive Engineer,2017-04-20T11:00:00Z,2017-03-30T10:00:00Z,,,,,,
15.60,ocds-kjhdrl-2017_PWD_15743_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15743_1,tender,2019-02-25T00:00:00Z,PWD_2000,PWD,2017_PWD_15743_1,2017-04-07T12:00:00Z,Providing periodical maintenance of roads with cold bitumen on Kandrour Salnoo Barmana Road.,limited,Tender,works,3,PW-BLP1-e-proc./16-23385-430 dt 10.3.17,No,Providing periodical maintenance of roads with cold bitumen on Kandrour Salnoo Barmana Road,itemRate,No,1617756,"Division No.1, HPPWD Bilaspur.",No,No,2017-04-17T11:00:00Z,2017-04-17T10:30:00Z,2017-04-07T12:05:00Z,120,90,PWD_2000,Executive Engineer,2017-04-17T10:30:00Z,2017-04-07T12:05:00Z,,,,,,
15.61,ocds-kjhdrl-2017_PWD_15801_7-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15801_7,tender,2019-04-22T00:00:00Z,PWD_2000,PWD,2017_PWD_15801_7,2017-04-12T10:00:00Z,Construction of link road to village Salodi K.M. 0/0 to 1/845,limited,Tender,works,2,EE Salooni Letter No. 20642-20741 dated 25-03-2017,No,Formation cutting 2.75/5.00 mtrs wide road in K.M. 0/0 to 1/845 and construction of PCC Retaining wall at R.D./ 0/0 to 0/023,itemRate,No,990593,Executive Engineer Salooni Division HPPWD Salooni,No,No,2017-05-03T11:30:00Z,2017-05-03T11:00:00Z,2017-04-12T10:00:00Z,120,90,PWD_2000,Executive Engineer,2017-05-03T11:00:00Z,2017-04-12T10:00:00Z,,,,,,
15.62,ocds-kjhdrl-2017_PWD_15874_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15874_1,tender,2019-05-15T00:00:00Z,PWD_2000,PWD,2017_PWD_15874_1,2017-04-18T18:00:00Z,AMP on BBC Road,limited,Tender,works,11,BBC Panol,No,AMP Work,itemRate,No,902122,Ghumarwin Division,No,No,2017-05-01T11:00:00Z,2017-05-01T10:00:00Z,2017-04-18T18:00:00Z,120,90,PWD_2000,Executive Engineer,2017-05-01T10:00:00Z,2017-04-18T18:00:00Z,2017-05-01T10:00:00Z,2017-04-18T18:00:00Z,,,,
15.63,ocds-kjhdrl-2017_PWD_15870_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15870_1,tender,2018-04-21T00:00:00Z,PWD_2000,PWD,2017_PWD_15870_1,2017-04-18T17:00:00Z,Construction Nehru Stadium at Rajgarh,limited,Tender,works,12,Deposit,No,C/O PCC R/wall with wire mesh fencing around boundary of Nehru stadium,itemRate,No,1113401,Rajgarh Division HPPWD Rajgarh,No,No,2017-04-27T11:30:00Z,2017-04-27T11:00:00Z,2017-04-18T17:00:00Z,90,120,PWD_2000,Executive Engineer,2017-04-27T11:00:00Z,2017-04-18T17:00:00Z,,,,,,
15.64,ocds-kjhdrl-2017_PWD_15889_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15889_1,tender,2019-05-05T00:00:00Z,PWD_2000,PWD,2017_PWD_15889_1,2017-04-18T18:00:00Z,AMP On Gallian to Balla road,limited,Tender,works,3,Gallian to Bala,No,AMP Works,itemRate,No,588787,Ghumarwin Division,No,No,2017-05-01T11:00:00Z,2017-05-01T10:00:00Z,2017-04-18T18:00:00Z,120,90,PWD_2000,Executive Engineer,2017-05-01T10:00:00Z,2017-04-18T18:00:00Z,2017-05-01T10:00:00Z,2017-04-18T18:00:00Z,,,,
15.65,ocds-kjhdrl-2017_PWD_15913_1-2020-08-25T11:00:00Z,compiled,2020-08-25T11:00:00Z,ocds-kjhdrl-2017_PWD_15913_1,tender,2019-05-05T00:00:00Z,PWD_2000,PWD,2017_PWD_15913_1,2017-04-19T12:00:00Z,AMP Targhel Taroun road,limited,Tender,works,3,AMP Targhel Taroun road,No,AMP,itemRate,No,1062523,Ghumarwin Division,No,No,2017-05-01T11:00:00Z,2017-05-01T10:00:00Z,2017-04-19T12:00:00Z,120,90,PWD_2000,Executive Engineer,2017-05-01T10:00:00Z,2017-04-19T12:00:00Z,2017-05-01T10:00:00Z,2017-04-19T12:00:00Z,,,,
